Rank,Word,Occurrences,Duolingo_Words,JLPT_Words,JLPT_Level,Definitions,JLPT_Jisho_Level,JLPT_Additional_Difficulty
6141.0,虚偽,26769.0,0,0,,"['falsehood', 'untruth', 'lie', 'misinformation']",NaN,[]
6142.0,方程式,26767.0,0,1,N2,"['equation', 'formula']",N2,[]
6143.0,はい,26760.0,1,1,N3,"['ash', 'ashes']",N3,[]
6144.0,直線,26736.0,0,1,N2,['straight line'],N2,[]
6145.0,公務員,26729.0,0,1,N4,"['public employee', 'government employee', 'public-sector worker', 'public servant', 'civil servant']",N4,[]
6146.0,調理,26727.0,0,1,N1,"['cooking', 'food preparation']",N1,[]
6147.0,久保田,26715.0,0,0,,['Kubota Station (Saga)'],NaN,[]
6148.0,白鳥,26712.0,0,0,,['swan (Cygnus spp.)'],NaN,[]
6149.0,ノベル,26711.0,0,0,,['Novell'],NaN,[]
6150.0,有機,26709.0,0,1,N1,['organic'],N1,[]
6151.0,住吉,26703.0,0,0,,['Sumiyoshi-kai (yakuza syndicate)'],NaN,[]
6152.0,初演,26698.0,0,0,,"['first performance', 'premiere']",NaN,[]
6153.0,不十分,26687.0,0,0,,"['insufficient', 'inadequate', 'imperfect']",NaN,[]
6154.0,労働省,26684.0,0,0,,"['Ministry of Labour (now Ministry of Health, Labour and Welfare)']",NaN,[]
6155.0,倫理,26683.0,0,0,,"['ethics', 'morals']",NaN,[]
6156.0,開放,26678.0,0,1,N2,"['opening (a door, window, etc.)', 'leaving open']",N2,[]
6157.0,操,26676.0,0,0,,"['fidelity', 'honour', 'honor', 'constancy']",NaN,[]
6158.0,ソ,26673.0,0,0,,['Soviet Union'],NaN,[]
6159.0,蒲,26657.0,0,0,,"['common cattail (Typha latifolia)', 'broadleaf cattail', 'common bulrush', 'great reedmace']",NaN,[]
6160.0,抱え,26657.0,0,0,,['armful'],NaN,[]
6161.0,レンタル,26656.0,0,0,,['rental'],NaN,[]
6162.0,れん,26654.0,0,0,,"['two reams (of paper)', '1000 sheets (of paper)']",NaN,[]
6163.0,イエス,26651.0,0,0,,['Jesus (Christ)'],N1,[]
6164.0,大尉,26644.0,0,0,,"['captain (Army, US Marine Corps, USAF)', 'lieutenant (Navy)', 'flight lieutenant (RAF, RAAF, RNZAF, etc.)']",NaN,[]
6165.0,恒,26635.0,0,0,,['usual state of things'],NaN,[]
6166.0,ちゃんと,26624.0,0,0,,"['diligently', 'seriously', 'earnestly', 'reliably', 'steadily', 'legitimately']",N3,[]
6167.0,タイアップ,26620.0,0,0,,"['tie-in', 'collaboration', 'partnership', 'cooperation']",NaN,[]
6168.0,牝馬,26616.0,0,0,,"['mare', 'filly']",NaN,[]
6169.0,譚,26615.0,0,0,,"['story', 'tale']",NaN,[]
6170.0,丹,26612.0,0,0,,"['red earth (i.e. containing cinnabar or minium)', 'vermilion']",NaN,[]
6171.0,置き,26599.0,0,0,,"['every ...', 'every other ...', 'at intervals of ...', 'with ... in between', '... apart']",NaN,[]
6172.0,マツダ,26593.0,0,0,,['Mazda (car company)'],NaN,[]
6173.0,救出,26587.0,0,0,,"['rescue', 'extricate', 'reclaim', 'deliverance']",NaN,[]
6174.0,ラ,26573.0,0,0,,"['la (6th note of a major scale in movable-do solfège)', 'lah']",NaN,[]
6175.0,圓,26573.0,0,0,,['yen (Japanese monetary unit)'],N3,[]
6176.0,中断,26569.0,0,1,N1,"['interruption', 'suspension', 'break']",N1,[]
6177.0,分かっ,26566.0,0,0,,"[""there's no knowing"", ""there's no telling"", ""it's anyone's guess"", 'who knows?']",NaN,[]
6178.0,阻止,26565.0,0,1,N1,"['obstruction', 'prevention', 'hindrance', 'check', 'blocking', 'stopping']",N1,[]
6179.0,わかっ,26563.0,0,0,,"[""there's no knowing"", ""there's no telling"", ""it's anyone's guess"", 'who knows?']",NaN,[]
6180.0,アーサー,26562.0,0,0,,"['Prince Arthur, Duke of Connaught and Strathearn']",NaN,[]
6181.0,呼吸,26560.0,0,1,N3,"['breathing', 'respiration']",N3,[]
6182.0,数々,26531.0,0,0,,"['many', 'numerous', 'various', 'large number of']",NaN,[]
6183.0,皮膚,26530.0,0,1,N2,['skin'],N2,[]
6184.0,リポーター,26529.0,0,0,,['reporter'],NaN,[]
6185.0,完結,26517.0,0,0,,"['conclusion', 'completion']",NaN,[]
6186.0,少佐,26512.0,0,0,,"['major', 'lieutenant commander', 'wing commander']",NaN,[]
6187.0,圧倒的,26508.0,0,0,,['overwhelming'],NaN,[]
6188.0,修復,26504.0,0,0,,"['restoration', 'repair', 'mending']",NaN,[]
6189.0,快,26497.0,0,0,,"['pleasure', 'delight', 'enjoyment']",NaN,[]
6190.0,阪,26493.0,0,0,,"['slope', 'incline', 'hill']",N4,[]
6191.0,杜,26487.0,0,0,,['forest'],N4,[]
6192.0,退役,26481.0,0,0,,['retiring from military service'],NaN,[]
6193.0,要望,26480.0,0,1,N1,"['demand for', 'request']",N1,[]
6194.0,工学部,26459.0,0,0,,"['faculty of engineering', 'school of engineering', 'department of engineering']",NaN,[]
6195.0,刑,26450.0,1,1,N1,"['penalty', 'sentence', 'punishment']",N1,[]
6196.0,人格,26450.0,0,1,N1,"['personality', 'character', 'individuality', 'personhood']",N1,[]
6197.0,オスマン,26447.0,0,0,,"['Ottoman Turkish (language)', 'Osmanli', 'Ottoman']",NaN,[]
6198.0,ストップ,26446.0,0,0,,['stop'],N2,[]
6199.0,カレー,26442.0,1,0,,['curry (esp. Japanese curry)'],N5,[]
6200.0,にあたって,26436.0,0,0,,"['on the occasion of', 'at the time of']",NaN,[]
6201.0,回り,26430.0,0,1,N3,"['circumference', 'girth']",N4,[]
6202.0,縮小,26423.0,0,1,N2,"['reduction', 'curtailment', 'cut', 'cutback', 'scaling down', 'contraction', 'shrinkage']",N2,[]
6203.0,奪わ,26413.0,0,0,,"['to take (by force)', 'to take away', 'to snatch', 'to steal', 'to rob (someone) of', 'to dispossess of', 'to deprive of', 'to usurp']",N3,[]
6204.0,オムニバス,26404.0,0,0,,['omnibus'],NaN,[]
6205.0,レンズ,26401.0,0,0,,['lens'],N2,[]
6206.0,標識,26399.0,0,1,N2,"['sign', 'mark', 'marker', 'beacon']",N2,[]
6207.0,食堂,26393.0,0,1,N5,"['dining room', 'dining hall', 'cafeteria', 'canteen', 'messroom']",N5,[]
6208.0,秀逸,26382.0,0,0,,"['excellent', 'superb', 'first-rate']",NaN,[]
6209.0,タイヤ,26369.0,0,0,,"['tire', 'tyre']",N1,[]
6210.0,望,26364.0,0,0,,['full moon'],NaN,[]
6211.0,ヤマハ,26360.0,0,0,,['Yamaha'],NaN,[]
6212.0,送る,26354.0,0,1,N4,"['to send', 'to dispatch', 'to forward', 'to transmit', 'to ship', 'to remit']",N4,[]
6213.0,寄付,26349.0,1,1,N3,"['contribution', 'donation']",N3,[]
6214.0,症候群,26348.0,0,0,,['syndrome'],NaN,[]
6215.0,両国,26338.0,0,0,,['both countries'],NaN,[]
6216.0,行使,26337.0,0,0,,"['use', ""exercise (of one's right, authority, power, etc.)""]",NaN,[]
6217.0,低く,26335.0,0,0,,"['fall', 'decline', 'slump']",NaN,[]
6218.0,伏見,26332.0,0,0,,['Japanese gunboat Fushimi (1939)'],NaN,[]
6219.0,樋口,26329.0,0,0,,['Yasuhiro Higuchi'],NaN,[]
6220.0,京成,26327.0,0,0,,['Keisei (train line Tokyo-Narita)'],NaN,[]
6221.0,保育園,26321.0,0,0,,"['nursery school', 'day nursery', 'day care center']",NaN,[]
6222.0,意向,26315.0,0,1,N1,"['intention', 'idea', 'inclination', 'wish']",N1,[]
6223.0,東海大学,26311.0,0,0,,['Tokai University'],NaN,[]
6224.0,思い出,26307.0,0,1,N3,"['memories', 'recollections', 'reminiscence']",N3,[]
6225.0,特設,26305.0,0,0,,"['setting up specially', 'special installation']",NaN,[]
6226.0,憧れ,26301.0,0,1,N1,"['yearning', 'longing', 'aspiration', 'adoration', 'admiration']",N1,[]
6227.0,ダンサー,26294.0,0,0,,['dancer'],NaN,[]
6228.0,親子,26281.0,0,0,,['parent and child'],NaN,[]
6229.0,ルノー,26271.0,0,0,,"['Renaud', 'Renault']",NaN,[]
6230.0,うまく,26266.0,0,0,,"['skilfully', 'skillfully', 'well', 'aptly', 'cleverly']",NaN,[]
6231.0,応募,26256.0,0,1,N1,"['application', 'subscription', 'entry (competition, raffle, etc.)', 'enlistment']",N1,[]
6232.0,半角,26247.0,0,0,,"['half-width characters (e.g. romaji)', 'single-byte characters', 'en quad']",NaN,[]
6233.0,丹波,26235.0,0,0,,"['Tanba (former province located in parts of present-day Kyoto, Hyogo and Osaka prefectures)']",NaN,[]
6234.0,学歴,26228.0,0,1,N1,"['academic background', 'academic credentials', 'academic record']",N1,[]
6235.0,ホラー,26225.0,0,0,,['horror'],NaN,[]
6236.0,えい,26223.0,0,0,,"['United Kingdom', 'Britain']",NaN,[]
6237.0,共編,26221.0,0,0,,['joint editorship'],NaN,[]
6238.0,豊臣,26217.0,0,0,,['Toyotomi Hideyoshi'],NaN,[]
6239.0,英名,26217.0,0,0,,"['fame', 'glory', 'reputation']",NaN,[]
6240.0,朝倉,26216.0,0,0,,['Asakura clan'],NaN,[]
6241.0,ノーベル,26206.0,0,0,,['Nobel'],NaN,[]
6242.0,住,26201.0,0,1,N1,"['dwelling', 'living']",N1,[]
6243.0,人材,26198.0,0,1,N1,"['capable person', 'talented person']",N1,[]
6244.0,主流,26198.0,0,0,,['(the) mainstream'],NaN,[]
6245.0,定年,26189.0,0,1,N1,"['(compulsory) retirement age', 'age limit']",N1,[]
6246.0,オーナー,26188.0,0,0,,['owner (esp. of a business)'],NaN,[]
6247.0,山陽,26186.0,0,0,,"['south side of a mountain', 'Sanyo district']",NaN,[]
6248.0,校訓,26179.0,0,0,,['school precepts'],NaN,[]
6249.0,圧縮,26177.0,0,1,N2,['compression'],N2,[]
6250.0,家系,26173.0,0,0,,['family lineage'],NaN,[]
6251.0,小池,26170.0,0,0,,['Rina Koike'],NaN,[]
6252.0,牧,26168.0,0,0,,"['pasture', 'grazing land']",NaN,[]
6253.0,名所,26163.0,0,1,N2,"['famous place', 'noted place', 'place of (scenic or historical) interest', 'sights (to see)']",N2,[]
6254.0,上京,26153.0,0,1,N3,"['going (up) to the capital', 'going to Tokyo']",N3,[]
6255.0,コラボレーション,26149.0,0,0,,['collaboration'],NaN,[]
6256.0,うい,26146.0,0,0,,"['first', 'new']",N1,[]
6257.0,系図,26139.0,0,0,,"['family tree', 'pedigree', 'genealogy']",NaN,[]
6258.0,どおり,26138.0,0,0,,"['in accordance with', 'following']",NaN,[]
6259.0,越後,26135.0,0,0,,['Echigo (former province located in present-day Niigata Prefecture)'],NaN,[]
6260.0,片岡,26134.0,0,0,,['Yoshirō Kataoka'],NaN,[]
6261.0,白紙,26122.0,0,0,,"['white paper', 'flyleaf']",NaN,[]
6262.0,手塚,26114.0,0,0,,['3998 Tezuka'],NaN,[]
6263.0,拘束,26109.0,0,1,N1,"['restriction', 'restraint', 'binding', 'constraint']",N1,[]
6264.0,差し戻さ,26108.0,0,0,,"['to send back', 'to refer back']",NaN,[]
6265.0,メンテナンス,26107.0,0,0,,['maintenance'],NaN,[]
6266.0,減,26104.0,0,0,,"['reduction', 'decrease']",NaN,[]
6267.0,召喚,26098.0,0,0,,"['summons', 'subpoena', 'citation']",NaN,[]
6268.0,兆,26086.0,0,1,N1,"['10^12', '1,000,000,000,000', 'trillion']",NaN,[]
6269.0,もらい,26082.0,0,0,,"['tip', 'gratuity', 'alms']",NaN,[]
6270.0,同僚,26079.0,1,1,N3,"['coworker', 'co-worker', 'colleague', 'associate']",N3,[]
6271.0,大西,26058.0,0,0,,['Atlantic Ocean'],NaN,[]
6272.0,言,26051.0,0,0,,"['word', 'remark', 'statement']",NaN,[]
6273.0,豊か,26047.0,0,1,N3,"['abundant', 'plentiful', 'rich', 'ample']",N3,[]
6274.0,ヘリコプター,26036.0,0,0,,['helicopter'],N2,[]
6275.0,セーブ,26035.0,0,0,,"['saving (e.g. energy)', 'cutting down on (e.g. alcohol)', 'going easy on', 'checking (e.g. impulses)', 'curbing', 'restraining']",NaN,[]
6276.0,ダーク,26026.0,0,0,,['dark'],NaN,[]
6277.0,講義,26026.0,1,1,N4,['lecture'],N4,[]
6278.0,日報,26021.0,0,0,,['daily report'],NaN,[]
6279.0,描き,26018.0,0,0,,"['to finish writing', 'to complete']",NaN,[]
6280.0,歌劇,26013.0,0,0,,['opera'],NaN,[]
6281.0,ビジョン,26012.0,0,0,,['vision'],NaN,[]
6282.0,つと,26012.0,0,0,,"['straw-wrapped item', 'bundle of straw (containing a food item, etc.)']",NaN,[]
6283.0,終結,26003.0,0,0,,"['end', 'close']",NaN,[]
6284.0,珍,26001.0,0,0,,['rare'],NaN,[]
6285.0,ベルト,25992.0,1,0,,['belt (worn around the waist)'],N3,[]
6286.0,篤,25987.0,0,0,,"['thick', 'deep', 'heavy']",N5,[]
6287.0,晶,25983.0,0,0,,['crystal habit'],NaN,[]
6288.0,大村,25983.0,0,0,,['Omura'],NaN,[]
6289.0,カップリング,25982.0,0,0,,['coupling'],NaN,[]
6290.0,豊富,25981.0,0,1,N3,"['abundant', 'plentiful', 'rich', 'ample']",N3,[]
6291.0,量産,25974.0,0,0,,['mass production'],NaN,[]
6292.0,花火,25970.0,1,1,N2,['fireworks'],N2,[]
6293.0,ムーン,25970.0,0,0,,['moon'],NaN,[]
6294.0,籠,25957.0,0,1,N3,"['basket (shopping, etc.)', 'hamper', 'cage']",N3,[]
6295.0,上流,25950.0,0,0,,"['upper stream', 'upper course', 'upper reaches']",NaN,[]
6296.0,警戒,25950.0,0,1,N1,"['vigilance', 'caution', 'alertness', 'precaution', 'being on guard']",N1,[]
6297.0,ボストン,25943.0,0,0,,['Boston'],NaN,[]
6298.0,ギタリスト,25941.0,0,0,,['guitarist'],NaN,[]
6299.0,パ,25940.0,0,0,,['Pakistan'],NaN,[]
6300.0,評し,25939.0,0,0,,"['to evaluate', 'to appraise', 'to comment on']",NaN,[]
6301.0,西宮,25934.0,0,0,,['Nishinomiya Station (Hanshin)'],NaN,[]
6302.0,アナウンス,25929.0,0,0,,['announcement (esp. over public-address system)'],NaN,[]
6303.0,ばん,25926.0,1,0,,"['evening', 'night']",N5,[]
6304.0,投じ,25925.0,0,0,,"['to throw', 'to cast (e.g. vote, light, shadow)']",NaN,[]
6305.0,小さく,25924.0,0,0,,['tenant farming'],NaN,[]
6306.0,筆,25924.0,1,1,N3,"['writing brush', 'paintbrush', 'pen']",N3,[]
6307.0,就航,25917.0,0,0,,"['entering service (on a route; of a plane or ship)', 'going into commission', 'being in service']",NaN,[]
6308.0,三宅,25915.0,0,0,,['Marie Miyake'],NaN,[]
6309.0,インディアン,25915.0,0,0,,"['(American) Indian', 'Native American']",NaN,[]
6310.0,理学,25914.0,0,0,,"['physical science', 'natural science']",NaN,[]
6311.0,ピアニスト,25904.0,0,0,,['pianist'],NaN,[]
6312.0,阪神タイガース,25901.0,0,0,,['Hanshin Tigers (Japanese pro baseball team)'],NaN,[]
6313.0,消防署,25897.0,0,1,N2,['fire station'],N2,[]
6314.0,神学,25895.0,0,0,,"['theology', 'divinity']",NaN,[]
6315.0,巻き込ま,25891.0,0,0,,"['to roll up', 'to enfold', 'to swallow up']",NaN,[]
6316.0,（株）,25878.0,0,0,,[],NaN,[]
6317.0,任天堂,25876.0,0,0,,['Nintendo'],NaN,[]
6318.0,前日,25863.0,0,0,,"['previous day', 'day before', 'eve', 'prior day', 'preceding day']",NaN,[]
6319.0,内科,25861.0,0,1,N2,['internal medicine'],N2,[]
6320.0,戦績,25861.0,0,0,,"['war or military record', 'score', 'military achievements', 'results']",NaN,[]
6321.0,めん,25856.0,1,0,,['face'],N3,[]
6322.0,反し,25851.0,0,0,,"['reversal', 'return']",NaN,[]
6323.0,美女,25849.0,0,0,,['beautiful woman'],NaN,[]
6324.0,ふう,25848.0,0,0,,['seal'],N1,[]
6325.0,弱,25847.0,0,1,N1,"['a little less than', 'a little under', 'slightly fewer than']",N1,[]
6326.0,ショット,25839.0,0,0,,['shot'],NaN,[]
6327.0,加える,25832.0,0,1,N3,"['to add', 'to add up', 'to sum up', 'to append', 'to annex']",N3,[]
6328.0,ベン,25825.0,0,0,,['bench'],N3,[]
6329.0,健太郎,25812.0,0,0,,[],NaN,[]
6330.0,ブライアン,25808.0,0,0,,['2488 Bryan'],NaN,[]
6331.0,賠償,25777.0,0,1,N1,"['compensation', 'reparations', 'indemnity', 'damages']",N1,[]
6332.0,アラビア,25774.0,0,0,,['Arabia'],NaN,[]
6333.0,オートバイ,25772.0,0,0,,"['motorcycle', 'motorbike']",N4,[]
6334.0,週末,25753.0,1,0,,['weekend'],NaN,[]
6335.0,クール,25751.0,0,0,,"['cool (temperature, color, etc.)']",NaN,[]
6336.0,延伸,25751.0,0,0,,"['stretching', 'extension', 'elongation']",NaN,[]
6337.0,ほお,25735.0,0,0,,['cheek (of the face)'],N3,[]
6338.0,チャンピオンシップ,25725.0,0,0,,['championship'],NaN,[]
6339.0,東口,25724.0,0,0,,"['east entrance', 'east exit']",NaN,[]
6340.0,取り消し,25724.0,0,0,,"['cancellation', 'withdrawal', 'abolition', 'revocation', 'cancel', 'CAN']",NaN,[]
6341.0,占める,25716.0,0,1,N3,"['to occupy', 'to hold']",N3,[]
6342.0,飼育,25698.0,0,1,N1,"['breeding', 'raising', 'rearing', 'keeping']",N1,[]
6343.0,ライナー,25696.0,0,0,,"['liner', 'line drive']",NaN,[]
6344.0,吉岡,25668.0,0,0,,['Toshiki Yoshioka'],NaN,[]
6345.0,絆,25664.0,0,0,,"['bond (between people)', '(emotional) ties', 'bonds', 'relationship', 'connection', 'link']",NaN,[]
6346.0,性別,25655.0,0,1,N2,"['(distinction of) sex', 'gender']",N2,[]
6347.0,高架,25647.0,0,0,,"['elevated (structure)', 'overhead']",NaN,[]
6348.0,がっ,25635.0,0,0,,['school'],N5,[]
6349.0,ドット,25633.0,0,0,,"['dot', 'point']",NaN,[]
6350.0,八木,25632.0,0,0,,['Yagi-Uda antenna'],NaN,[]
6351.0,出産,25626.0,0,1,N1,"['childbirth', '(giving) birth', 'delivery', 'parturition']",N1,[]
6352.0,主役,25621.0,0,1,N2,"['leading part', 'leading actor', 'leading actress']",N2,[]
6353.0,いろ,25621.0,0,0,,"['colour', 'color', 'hue', 'tint', 'tinge', 'shade']",N5,[]
6354.0,掲示板,25620.0,0,0,,"['bulletin board', 'display board', 'notice board']",NaN,[]
6355.0,亡命,25618.0,0,0,,"[""fleeing from one's country"", 'seeking asylum', 'defection', 'emigration (for political reasons)', '(going into) exile', 'becoming a (political) refugee']",NaN,[]
6356.0,海兵,25613.0,0,0,,"['sailor', 'marine']",NaN,[]
6357.0,了解,25606.0,0,1,N1,"['comprehension', 'consent', 'understanding', 'agreement']",N1,[]
6358.0,松村,25595.0,0,0,,['Matsumura-Gumi Corporation'],NaN,[]
6359.0,川内,25580.0,0,0,,['Japanese cruiser Sendai'],NaN,[]
6360.0,メタル,25577.0,0,0,,['metal'],NaN,[]
6361.0,すき,25575.0,1,0,,"['liking', 'being fond of', ""to one's liking"", ""to one's taste"", 'preferred', 'favourite']",N5,[]
6362.0,萌,25567.0,0,0,,"['sign', 'indication', 'omen', 'symptom']",N1,[]
6363.0,入賞,25566.0,0,1,N1,"['winning a prize', 'placing (high; in a contest)']",N1,[]
6364.0,ねこ,25545.0,1,0,,"['cat (esp. the domestic cat, Felis catus)']",N5,[]
6365.0,バイオ,25539.0,0,0,,['bio-'],NaN,[]
6366.0,スコット,25538.0,0,0,,['USS Scott (DDG-995)'],NaN,[]
6367.0,馬力,25527.0,0,0,,"['horsepower', 'hp']",NaN,[]
6368.0,安芸,25518.0,0,0,,['Aki (former province located in the west of present-day Hiroshima Prefecture)'],NaN,[]
6369.0,バル,25514.0,0,0,,['balcony'],NaN,[]
6370.0,河合,25512.0,0,0,,['Yoshio Kawai'],NaN,[]
6371.0,辞令,25504.0,0,0,,"['notice of personnel change (appointment, dismissal, etc.)']",NaN,[]
6372.0,最中,25500.0,0,1,N3,"['(in) the middle of', '(in) the midst of', '(in) the course of', '(at) the height of']",N3,[]
6373.0,平井,25495.0,0,0,,['Hirai'],NaN,[]
6374.0,故,25489.0,0,1,N1,"['the late', 'the deceased']",N1,[]
6375.0,バスターミナル,25482.0,0,0,,['bus terminal'],NaN,[]
6376.0,洋子,25481.0,0,0,,[],NaN,[]
6377.0,あえて,25480.0,0,1,N2,"['purposely (of something needless, unexpected or seemingly counterproductive, etc.)', 'daringly (doing something)', 'deliberately', 'intentionally']",N1,[]
6378.0,人文,25470.0,0,0,,"['humanity', 'civilization', 'civilisation', 'culture']",NaN,[]
6379.0,認証,25463.0,0,0,,"['certification', 'attestation', 'authentication', 'confirmation']",NaN,[]
6380.0,そういった,25460.0,0,0,,"['like that', 'this type']",NaN,[]
6381.0,交番,25460.0,0,1,N5,"['police box', 'koban', 'small neighborhood police station']",N5,[]
6382.0,キャッチ,25454.0,0,0,,"['catch', 'catching', 'obtaining (e.g. information)', 'receiving (e.g. radio transmission or phone call)']",N1,[]
6383.0,私鉄,25452.0,0,1,N2,['private railway'],N2,[]
6384.0,引き,25445.0,0,0,,"['pull', 'patronage', 'influence']",NaN,[]
6385.0,奇,25443.0,0,0,,"['strange', 'unconventional', 'eccentric', 'novel']",NaN,[]
6386.0,江戸川,25431.0,0,0,,['Edo River'],NaN,[]
6387.0,怪我,25430.0,0,1,N3,"['injury', 'wound']",N3,[]
6388.0,岩田,25428.0,0,0,,['Iwata'],NaN,[]
6389.0,外務,25422.0,0,0,,['foreign affairs'],NaN,[]
6390.0,電源,25420.0,1,1,N1,"['source of electricity', 'electrical power']",N1,[]
6391.0,イスラーム,25416.0,0,0,,['Islam'],NaN,[]
6392.0,市域,25415.0,0,0,,['municipal area'],NaN,[]
6393.0,ネコ,25412.0,0,0,,"['cat (esp. the domestic cat, Felis catus)']",N5,[]
6394.0,知的,25404.0,0,1,N1,['intellectual'],N1,[]
6395.0,写し,25400.0,0,1,N1,"['copy', 'duplicate', 'facsimile', 'transcript']",N1,[]
6396.0,銭,25399.0,0,0,,['sen (hundredth of a yen)'],NaN,[]
6397.0,結城,25376.0,0,0,,"['silk products produced near Yūki (using natural indigo dye)', 'Yūki pongee']",NaN,[]
6398.0,祭神,25354.0,0,0,,['enshrined deity'],NaN,[]
6399.0,ボーイング,25353.0,0,0,,['bowing (of a string instrument)'],NaN,[]
6400.0,ひかり,25350.0,0,0,,['light'],N4,[]
6401.0,南方,25346.0,0,0,,"['the south', 'southward', 'southern direction']",NaN,[]
6402.0,あす,25345.0,0,0,,['tomorrow'],N5,['N4']
6403.0,高島,25340.0,0,0,,['Takajima'],NaN,[]
6404.0,雰囲気,25338.0,0,1,N3,"['atmosphere', 'mood', 'ambience', 'ambiance', 'aura', 'feel']",N3,[]
6405.0,寄り,25334.0,0,0,,"[""pushing back one's opponent while locked in close quarters""]",NaN,[]
6406.0,天保,25323.0,0,0,,['Tenpō era (1830.12.10-1844.12.2)'],NaN,[]
6407.0,津田,25322.0,0,0,,['79254 Tsuda'],NaN,[]
6408.0,エイト,25311.0,0,0,,['eight'],NaN,[]
6409.0,語ら,25309.0,0,0,,"['to talk', 'to tell', 'to recite', 'to pledge', 'to conspire with']",NaN,[]
6410.0,多少,25309.0,0,1,N3,"['a little', 'some', 'somewhat', 'slightly', 'to some degree', 'to some extent']",N3,[]
6411.0,ふじ,25306.0,1,0,,"['wisteria (esp. Japanese wisteria, Wisteria floribunda)', 'wistaria']",NaN,[]
6412.0,国公私立,25303.0,0,0,,"['national, public, and private']",NaN,[]
6413.0,死ぬ,25289.0,0,1,N5,"['to die', 'to pass away']",N5,[]
6414.0,にわたり,25283.0,0,0,,"['throughout', 'over a period of ...', 'over a span of ...']",NaN,[]
6415.0,追跡,25266.0,0,1,N1,"['chase', 'pursuit', 'tracking', 'stalking']",N1,[]
6416.0,松江,25262.0,0,0,,['Matsue (city in Shimane)'],NaN,[]
6417.0,双子,25260.0,1,1,N3,"['twins', 'twin']",N3,[]
6418.0,継,25259.0,0,0,,"['continuation', 'continuance', 'going on']",N2,[]
6419.0,老,25256.0,0,0,,"['old age', 'age', 'old people', 'the old', 'the aged', 'senior', 'elder']",NaN,[]
6420.0,ひこ,25247.0,0,0,,['boy'],NaN,[]
6421.0,当て,25234.0,0,1,N1,"['aim', 'object', 'purpose', 'end']",N1,[]
6422.0,ライヴ,25234.0,0,0,,"['live (broadcasting, music, etc.)']",NaN,[]
6423.0,マサチューセッツ,25232.0,0,0,,['Massachusetts'],NaN,[]
6424.0,裕子,25228.0,0,0,,[],NaN,[]
6425.0,青葉,25226.0,0,0,,['fresh leaves'],NaN,[]
6426.0,同等,25224.0,0,1,N1,"['equality', 'equal', 'same rights', 'same rank', 'equivalence']",N1,[]
6427.0,松下,25217.0,0,0,,['Matsushita Electric Works'],NaN,[]
6428.0,対談,25215.0,0,1,N1,"['talk', 'dialogue', 'conversation']",N1,[]
6429.0,ウィンブルドン,25212.0,0,0,,['Wimbledon (tennis tournament)'],NaN,[]
6430.0,見直し,25212.0,0,0,,"['review', 'reconsideration', 'revision']",NaN,[]
6431.0,比率,25211.0,0,1,N1,"['ratio', 'proportion', 'percentage']",N1,[]
6432.0,夫妻,25208.0,0,1,N2,"['husband and wife', 'married couple']",N2,[]
6433.0,出店,25199.0,0,0,,"['opening a new store', 'opening a new branch']",NaN,[]
6434.0,白井,25180.0,0,0,,['Yuya Shirai'],NaN,[]
6435.0,中西,25179.0,0,0,,['middle west'],NaN,[]
6436.0,鹿毛,25178.0,0,0,,['fawn colour'],NaN,[]
6437.0,レール,25177.0,0,0,,['rail (track)'],NaN,[]
6438.0,日本海,25167.0,0,0,,['Sea of Japan'],NaN,[]
6439.0,射,25167.0,0,0,,['archery'],NaN,[]
6440.0,内戦,25159.0,0,0,,['civil war'],NaN,[]
6441.0,台詞,25146.0,0,0,,"['(spoken) line (in a play, film, comic, etc.)', ""one's lines""]",NaN,[]
6442.0,陸奥,25146.0,0,0,,"['Mutsu (former province located in present-day Fukushima, Miyagi, Iwate, and Aomori prefectures)']",NaN,[]
6443.0,日本橋,25141.0,0,0,,['Nihonbashi'],NaN,[]
6444.0,セガ,25126.0,0,0,,['Sega'],NaN,[]
6445.0,名乗っ,25124.0,0,0,,"[""giving one's name"", 'self-introduction']",NaN,[]
6446.0,ギア,25114.0,0,0,,['gear'],NaN,[]
6447.0,菅,25113.0,0,0,,"['sedge (Cyperaceae spp., esp. members of genus Carex)']",NaN,[]
6448.0,攻め,25111.0,0,1,N1,"['attack', 'offence', 'offense', 'assault']",N1,[]
6449.0,ファイター,25110.0,0,0,,['fighter'],NaN,[]
6450.0,そら,25108.0,0,0,,"['sky', 'the air', 'the heavens']",N5,[]
6451.0,結構,25097.0,0,1,N5,"['splendid', 'nice', 'wonderful', 'delightful', 'lovely', 'excellent', 'fine']",N5,[]
6452.0,麻生,25084.0,0,0,,"['Aso faction (of the Liberal Democratic Party)', 'Shikōkai']",NaN,[]
6453.0,田原,25083.0,0,0,,['Tian Yuan'],NaN,[]
6454.0,継い,25078.0,0,0,,['stool (stood on to reach high objects)'],NaN,[]
6455.0,くち,25077.0,0,0,,['mouth'],N5,[]
6456.0,ハロー,25075.0,0,0,,['hello'],NaN,[]
6457.0,豆,25064.0,1,1,N3,"['legume (esp. edible legumes or their seeds, e.g. beans, peas, pulses)', 'bean', 'pea']",N3,[]
6458.0,訪れる,25060.0,1,1,N1,"['to visit', 'to call on']",N1,[]
6459.0,楽章,25056.0,0,0,,['movement'],NaN,[]
6460.0,了,25052.0,0,1,N1,"['finish', 'completion', 'the end']",N1,[]
